,0
2770,"Other acute osteomyelitis, right ankle and foot"
2771,"Strain of unsp musc/tend at lower leg level, left leg, init"
2772,"Displaced Maisonneuve's fracture of right leg, init"
2773,SYST LUPUS ERYTHEMATOSUS
2774,"Nondisp transverse fracture of shaft of left fibula, init"
2775,"Laceration without foreign body of right forearm, sequela"
2776,HORDEOLUM INTERNUM
2777,OTHER AND UNSPECIFIED INFECTION DUE TO CENTRAL VENOUS CATHETER
2778,GENITAL HERPES NEC
2779,ELEV TRANSAMINASE/LDH
2780,POISONING BY CAFFEINE
2781,"Abdominal tenderness, unspecified site"
2782,"Fracture of vault of skull, init encntr for open fracture"
2783,"Oth nondisp fx of upper end of left humerus, init"
2784,Other vascular disorders of intestine
2785,"Poisoning by oth drug/meds/biol subst, self-harm, init"
2786,Malfunction of incontinent external stoma of urinary tract
2787,"Displaced comminuted fracture of shaft of left tibia, init"
2788,"Infect/inflm reaction due to internal left hip prosth, init"
2789,Gen skin eruption due to drugs and meds taken internally
2790,"Nontraumatic intracerebral hemorrhage, unspecified"
2791,HERPETIC WHITLOW
2792,"Other dislocation of left knee, initial encounter"
2793,AC DUODENAL ULCER W PERF
2794,"FX HUMER, CONDYL NOS-CL"
2795,"PRESSURE ULCER, HIP"
2796,Other cervical disc disorders at C6-C7 level
2797,"Systemic sclerosis, unspecified"
2798,"Unsp dislocation of left acromioclavicular joint, init"
2799,TMJ DISORDER
2800,"HYPERTENSIVE CHRONIC KIDNEY DISEASE, UNSPECIFIED, WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED"
2801,DERMATITIS NEC
2802,"Unstable burst fracture of first lumbar vertebra, init"
2803,"Pressure ulcer of right hip, stage 4"
2804,"Contusion of right upper arm, initial encounter"
2805,Essential (hemorrhagic) thrombocythemia
2806,"Transient visual loss, right eye"
2807,POISONING-ANTITUSSIVES
2808,"Oth osteopor w current path fracture, r low leg, init"
2809,"Unspecified disorder of vestibular function, unspecified ear"
2810,Sclerosing mesenteritis
2811,URTICARIA NEC
2812,"Cocaine abuse with intoxication, unspecified"
2813,1ST DEG BURN KNEE
2814,Cardiac complications of anesthesia during the puerperium
2815,Other symptoms and signs involving appearance and behavior
2816,"Oth fracture of third thoracic vertebra, init for clos fx"
2817,Other partial intestinal obstruction
2818,"Laceration w/o fb of l mid finger w damage to nail, init"
2819,DISLOC SHOULDER NOS-CLOS
2820,"Spotting complicating pregnancy, first trimester"
2821,"Sprain of tibiofibular ligament of right ankle, init encntr"
2822,"Poisoning by unsp antipsychot/neurolept, accidental, init"
2823,"Other stimulant use, unspecified with withdrawal"
2824,"Endocarditis, valve unspecified"
2825,"Other specified dorsopathies, thoracic region"
2826,"Foreign body of alimentary tract, part unsp, init encntr"
2827,"Oth nondisplaced dens fracture, init for clos fx"
2828,Calculus of kidney with calculus of ureter
2829,OTHER NONSPECIFIC FX ON EXAM
2830,"Carpal tunnel syndrome, right upper limb"
2831,BENIGN NEO PITUITARY
2832,"Puncture wound w/o foreign body of left wrist, init encntr"
2833,"Fracture of unsp carpal bone, left wrist, init for clos fx"
2834,Other specified disorders of bladder
2835,Pyonephrosis
2836,"Dislocation of interphalangeal joint of left thumb, init"
2837,2ND DEG BURN UPPER ARM
2838,Nontraumatic intracerebral hemorrhage in brain stem
2839,Nontraumatic compartment syndrome of left upper extremity
2840,DIS OF CONJUNCTIVA-VIRUS
2841,ESSEN HYPERTEN-ANTEPART
2842,REDNESS/DISCHARGE OF EYE
2843,JOINT EFFUSION-ANKLE
2844,VOLVULUS OF INTESTINE
2845,"Atopic dermatitis, unspecified"
2846,OTHER ABNORMAL GLUCOSE
2847,Cerebral cysts
2848,"Injury of ulnar nerve at wrs/hnd lv of right arm, init"
2849,Ulcer of penis
2850,"Infections of kidney in pregnancy, first trimester"
2851,Other hypotension
2852,Obstruction of bile duct
2853,"Contusion of left upper arm, initial encounter"
2854,RADIAL NERVE LESION
2855,Cervical disc disorder at C5-C6 level with myelopathy
2856,Occlusion and stenosis of right carotid artery
2857,Encounter for examination and observation for oth reasons
2858,Abn microbiolog findings in specmn from dgstv org/abd cav
2859,"Crushing injury of right index finger, initial encounter"
2860,SUPERFIC INJ HEAD NEC
2861,Adjustment disorder with anxiety
2862,BARTHOLIN'S GLAND CYST
2863,"I/I react d/t other prosth dev/grft urn sys, init"
2864,Paraphimosis
2865,"Unsp fracture of shaft of left tibia, init for clos fx"
2866,Type 2 diab w hyprosm w/o nonket hyprgly-hypros coma (NKHHC)
2867,"Infections of cervix in pregnancy, first trimester"
2868,"Disp fx of distal phalanx of left ring finger, init"
2869,Crossing vessel and stricture of ureter w/o hydronephrosis
2870,"Unsp fracture of shaft of right tibia, init for clos fx"
2871,"Other injury of urethra, initial encounter"
2872,CHRONIC HEP C W/OUT COMA
2873,"Adverse effect of opth drugs and preparations, init"
2874,"Traum subrac hem w/o loss of consciousness, subs"
2875,DIAPHRAGMATIC HERNIA
2876,"Disp fx of left ulna styloid process, init for clos fx"
2877,Balanitis
2878,"Fracture of alveolus of maxilla, init for clos fx"
2879,"PREG STATE, INCIDENTAL"
2880,INTESTINOVESICAL FISTULA
2881,"Dysmenorrhea, unspecified"
2882,OB AIR EMBOLISM-ANTEPART
2883,Other diseases of tongue
2884,"Rheumatic multiple valve disease, unspecified"
2885,PYOGEN ARTHRITIS-PELVIS
2886,"Disp fx of medial malleolus of right tibia, init for clos fx"
2887,Type 1 diabetes w diabetic autonomic (poly)neuropathy
2888,Acute appendicitis with localized peritonitis
2889,Glossodynia
2890,"Unsp injury of left shoulder and upper arm, init encntr"
2891,ABNORM ELECTROCARDIOGRAM
2892,"Other stimulant abuse, uncomplicated"
2893,GENERALIZED PAIN 
2894,Cellulitis of groin
2895,"Disp fx of epiphysis (separation) (upper) of r femur, init"
2896,"Disp fx of body of left talus, init for clos fx"
2897,"Impacted cerumen, left ear"
2898,"Unsp injury of other intra-abdominal organs, init encntr"
2899,"Path fracture in neoplastic disease, right femur, init"
2900,CRUSHING INJURY TOE
2901,"Sprain of other part of left wrist and hand, init encntr"
2902,"Nondisp fx of distal pole of navicular bone of l wrist, init"
2903,"Diseases of the dgstv sys comp pregnancy, second trimester"
2904,CONTUSION OF UPPER ARM
2905,TENSION HEADACHE
2906,"Unsp fracture of navicular bone of right wrist, init"
2907,"Nontraumatic intcrbl hemorrhage in hemisphere, cortical"
2908,Unspecified visual loss
2909,"Cutaneous abscess of head [any part, except face]"
2910,Acute bronchospasm
2911,"Foreign body in anus and rectum, initial encounter"
2912,Aneurysm of artery of lower extremity
2913,SCLERITIS NOS
2914,"Left temporomandibular joint disorder, unspecified"
2915,"Nondisp fx of head of right radius, init for clos fx"
2916,"Type 3 fracture of sacrum, init encntr for closed fracture"
2917,"Pnctr w/o fb of r rng fngr w/o damage to nail, init"
2918,"Abrasion of other specified part of neck, initial encounter"
2919,"Inj musc/tend the rotator cuff of right shoulder, init"
2920,"Toxic effect of organic solvents, accidental, init"
2921,"Oth fracture of third lumbar vertebra, init for clos fx"
2922,"Contusion of right wrist, initial encounter"
2923,PLANTAR FIBROMATOSIS
2924,Encounter for fit/adjst of peritoneal dialysis catheter
2925,"Displ simple suprcndl fx w/o intrcndl fx r humerus, init"
2926,Pyoderma gangrenosum
2927,ABN SERUM ENZY LEVEL NEC
2928,Acute embolism and thrombosis of left internal jugular vein
2929,DIAB HYPEROSM COMA IDDM
2930,"Other sprain of left little finger, initial encounter"
2931,"Disp fx of shaft of right clavicle, init for clos fx"
2932,"Respiratory failure, unsp, unsp w hypoxia or hypercapnia"
2933,ROTATOR CUFF SYND NOS
2934,CHOLELITHIAS NOS W OBSTR
2935,Scrotal varices
2936,"Traum hemor left cerebrum w LOC of unsp duration, init"
2937,Spontaneous tension pneumothorax
2938,"Unsp fracture of fourth lumbar vertebra, init for clos fx"
2939,OTHER FLUID OVERLOAD
2940,"Contusion of right ankle, initial encounter"
2941,"Unsp fx upper end of left ulna, init for opn fx type I/2"
2942,"Acute myeloblastic leukemia, not having achieved remission"
2943,PYOGEN ARTHRITIS-LOWER LEG
2944,EXPLOSIVE PERSONALITY
2945,OBSTR VENTRAL HERNIA NEC
2946,CONJUNCTIVAL HEMORRHAGE
2947,"CHRONIC GINGIVITIS, NON-PLAQUE INDUCED"
2948,Other abnormalities of heart beat
2949,"Major depressv disorder, recurrent severe w/o psych features"
2950,"HAND, FOOT & MOUTH DIS"
2951,CHR OSTEOMYELIT-FOOT
2952,BURN NOS LOWER LEG
2953,ABN CARDIOVASC STUDY NEC
2954,DISLOCAT ELBOW NEC-CLOSE
2955,"Disease of pancreas, unspecified"
2956,OTHER CYSTOSTOMY STATUS
2957,POST DISLOC ELBOW-CLOSED
2958,"Disp fx of greater tuberosity of left humerus, init"
2959,"Other specified sprain of right wrist, initial encounter"
2960,Other cirrhosis of liver
2961,Cellulitis of right orbit
2962,"Instability of internal left knee prosthesis, init encntr"
2963,"Fracture of alveolus of mandible, init for clos fx"
2964,SPON ABORT UNCOMPL-COMP
2965,"Flaccid neuropathic bladder, not elsewhere classified"
2966,"Poisoning by predom beta-adrenocpt agonists, acc, init"
2967,Acute embolism and thrombosis of right popliteal vein
2968,"Atrioventricular block, second degree"
2969,Nephrotic syndrome with unspecified morphologic changes
2970,INFLAMM POLYARTHROP NEC
2971,EDEMA OF PENIS
2972,"Food in pharynx causing other injury, initial encounter"
2973,"Post-traumatic stress disorder, chronic"
2974,SCREEN-VIRAL DISEASE NEC
2975,PERITONEAL DISORDER NEC
2976,PERSON FEIGNING ILLNESS
2977,"Unsp fracture of the lower end of left radius, init"
2978,Malignant neoplasm of unsp part of unsp bronchus or lung
2979,"Encntr for suprvsn of normal pregnancy, unsp, unsp trimester"
2980,POISONING BY AMPHETAMINES
2981,"Idiopathic gout, left hand"
2982,"Gestational proteinuria, first trimester"
2983,Hypercalcemia
2984,"Foreign body in urethra, initial encounter"
2985,"Other antepartum hemorrhage, third trimester"
2986,"Crushing injury of right forearm, initial encounter"
2987,"Disp fx of middle phalanx of left little finger, 7thB"
2988,"Displ suprcndl fx w/o intrcndl extn low end l femr, 7thB"
2989,FX METACARPAL SHAFT-CLOS
2990,"DEMENTIA, UNSPECIFIED, WITH BEHAVIORAL DISTURBANCE"
2991,"Infect/inflm react d/t oth cardi/vasc dev/implnt/grft, init"
2992,HYPEREM W METAB-ANTEPART
2993,Other specified bacterial intestinal infections
2994,"Underdosing of angiotens-convert-enzyme inhibitors, init"
2995,"Meningitis, unspecified"
2996,PRIMARY SPONTANEOUS PNEUMOTHORAX
2997,"Burn of second degree of right foot, initial encounter"
2998,"Oth fracture of fifth metacarpal bone, left hand, init"
2999,"Disp fx of base of neck of right femur, init for clos fx"
3000,"Tox eff of corrosv acids & acid-like substnc, slf-hrm, init"
3001,"Lac w/o fb of abd wall, l upr q w penet perit cav, init"
3002,H SIMPLEX IRIDOCYCLITIS
3003,"Bipolar disord, crnt episode manic w/o psych features, unsp"
3004,"Ocular pain, bilateral"
3005,"Other sickle-cell disorders with crisis, unspecified"
3006,"Disp fx of distal phalanx of right thumb, init for clos fx"
3007,AC MASTOIDITIS W/O COMPL
3008,AC SCHIZOPHRENIA-UNSPEC
3009,ABSCESS OF LUNG
3010,RESIDUAL SCHIZOPHREN-CHR
3011,CENTRAL CORD SYND/C5-C7
3012,"Displ commnt fx shaft of l tibia, init for opn fx type I/2"
3013,"Laceration w/o fb of left thumb w/o damage to nail, subs"
3014,CHRONIC VENOUS EMBOLISM AND THROMBOSIS OF DEEP VESSELS OF DISTAL LOWER EXTREMITY
3015,HYPOTHERMIA
3016,MULTIPLE CLOSED PELVIC FRACTURES WITH DISRUPTION OF PELVIC CIRCLE
3017,Acute laryngitis
3018,OTHER PRIMARY THROMBOCYTOPENIA
3019,Allergic purpura
3020,CAUDA EQUINA SYND NOS
3021,UNILAT INGUINAL HERNIA
3022,"Laceration w/o fb of l rng fngr w/o damage to nail, subs"
3023,Radial styloid tenosynovitis [de Quervain]
3024,INJ INNOMIN/SUBCLAV ART
3025,HEPATITIS C W/COMA
3026,Anisocoria
3027,"HYPERPLASIA OF PROSTATE, UNSPECIFIED, WITHOUT URINARY OBSTRUCTION AND OTHER LOWER URINARY SYMPTOMS (LUTS)"
3028,MALIG NEO BRAIN NOS
3029,Unspecified malaria
3030,FX C3 VERTEBRA-CLOSED
3031,PERFORATION GALLBLADDER
3032,Xerosis cutis
3033,DISORDER OF PENIS NOS
3034,SPRAIN SACROILIAC NEC
3035,"Unspecified injury of left foot, initial encounter"
3036,"Oth injuries of other specified part of neck, init encntr"
3037,Other idiopathic peripheral autonomic neuropathy
3038,FX OLECRAN PROC ULNA-OPN
3039,"Nonspecific lymphadenitis, unspecified"
3040,"Strain of musc/tend at lower leg level, right leg, init"
3041,"Adverse effect of drug/meds/biol subst, init"
3042,Unsp abnormal finding in specimens from dgstv org/abd cav
3043,Primary pulmonary hypertension
3044,"Ganglion, right ankle and foot"
3045,CHOLELITH W CHOLECYS NEC
3046,"Tinnitus, right ear"
3047,ACQ ESOPHAG DIVERTICULUM
3048,PRIM CARDIOMYOPATHY NEC
3049,CRUSHING INJURY FOREARM
3050,"Disp fx of base of second metacarpal bone, left hand, init"
3051,Pain in joints of right hand
3052,"Oth disp fx of sixth cervical vertebra, init for clos fx"
3053,"Myeloid sarcoma, not having achieved remission"
3054,Acute appendicitis with generalized peritonitis
3055,"Pressure ulcer of right heel, unspecified stage"
3056,ARTHROPATHY NOS-HAND
3057,RUPT ABD AORTIC ANEURYSM
3058,SPLENOMEGALY
3059,Secondary malignant neoplasm of bone marrow
3060,AC SALPINGO-OOPHORITIS
3061,"Oth comp fol infusion, transfuse and theraputc inject, init"
3062,"Unilateral primary osteoarthritis, right knee"
3063,"Chronic gingivitis, plaque induced"
3064,"Laceration of other intra-abdominal organs, init encntr"
3065,"Fb in oth and multiple parts of external eye, left eye, init"
3066,OSTEOMYELITIS NOS-HAND
3067,NONUNION OF FRACTURE
3068,"Injury of deep peroneal nrv at ank/ft level, left leg, init"
3069,"PUERPERAL ENDOMETRITIS, POSTPARTUM CONDITION OR COMPLICATION"
3070,"Conduction disorder, unspecified"
3071,BIPOL MANIC-SEV W PSYCH
3072,"Unspecified subluxation of right little finger, init encntr"
3073,FRACTURE FIVE RIBS-CLOSE
3074,FX BIMALLEOLAR-OPEN
3075,ALLERGIC RHINITIS NOS
3076,Pruritic urticarial papules and plaques of pregnancy (PUPPP)
3077,MULT FX METACARPUS-CLOSE
3078,"Disp fx of middle phalanx of right index finger, init"
3079,SIXTH NERVE PALSY
3080,UMBILICAL HERNIA
3081,Pain in unspecified knee
3082,Knuckle pads
3083,Intracranial abscess and granuloma
3084,"Burn of second degree of right wrist, initial encounter"
3085,"Unsp effects of drowning and nonfatal submersion, init"
3086,RETROPERITONEUM INJ-CL
3087,Other general symptoms and signs
3088,"Migraine with aura, not intractable, w/o status migrainosus"
3089,OTH IATROGENIC HYPOTENSION
3090,Guillain-Barre syndrome
3091,"Laceration without foreign body of oral cavity, init encntr"
3092,"Other specified injuries of external genitals, init encntr"
3093,DIABETES-ANTEPARTUM
3094,"Disease of spinal cord, unspecified"
3095,Unspecified acute and subacute iridocyclitis
3096,DIAB OPHTHAL MANIF ADULT
3097,"Unspecified sprain of left elbow, initial encounter"
3098,"Bicipital tendinitis, right shoulder"
3099,"Unsp injury at C6 level of cervical spinal cord, init encntr"
3100,OPEN WOUND BUCCAL MUCOSA
3101,"Poisoning by propionic acid derivatives, self-harm, init"
3102,INSECT BITE TRUNK
3103,ESOPHAGITIS UNSPECIFIED
3104,Acute systolic (congestive) heart failure
3105,Acute and chronic respiratory failure with hypercapnia
3106,"Oth fx second metacarpal bone, left hand, init for opn fx"
3107,Abnormal weight gain
3108,"Laceration w/o foreign body of right shoulder, subs encntr"
3109,"Lymphedema, not elsewhere classified"
3110,"POST-TRAUMATIC HEADACHE, UNSPECIFIED"
3111,Delayed and secondary postpartum hemorrhage
3112,"Infections of kidney in pregnancy, unspecified trimester"
3113,"Nutritional anemia, unspecified"
3114,"Unsp fracture of lower end of left tibia, init for clos fx"
3115,Myoclonus
3116,ACUTE CYSTITIS
3117,Unsp personality & behavrl disord due to known physiol cond
3118,POIS-CARD RHYTHM REGULAT
3119,"Other injuries of right eye and orbit, initial encounter"
3120,Nonpurulent mastitis associated with lactation
3121,"Poisn by slctv seroton/norepineph reup inhibtr,slf-hrm, init"
3122,Dissection of other specified artery
3123,"Contusion of right hand, initial encounter"
3124,"Burn of unspecified degree of right palm, initial encounter"
3125,Mucocele of salivary gland
3126,BRAIN ANOMALY NEC
3127,"Diseases of the resp sys comp pregnancy, third trimester"
3128,"Other sprain of left thumb, initial encounter"
3129,"Encounter for pregnancy test, result positive"
3130,RECTAL & ANAL DIS NEC
3131,"HYPERTENSIVE CHRONIC KIDNEY DISEASE, MALIGNANT, WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED"
3132,"Idiopathic gout, left elbow"
3133,"Fracture of orbital floor, init encntr for closed fracture"
3134,POISON-SYMPATHOMIMETICS
3135,BUNION
3136,"PRIMARY THROMBOCYTOPENIA, UNSPECIFIED"
3137,"Lac w/o fb of right eyelid and periocular area, sequela"
3138,"Drug use complicating pregnancy, first trimester"
3139,AUTONOMIC NERVE DIS NEC
3140,"Toxic effect of unsp spider venom, accidental, init"
3141,SUBARACH HEM-BRIEF COMA
3142,SPRAIN OF JAW
3143,Tinea unguium
3144,"Laceration w/o foreign body of left upper arm, init encntr"
3145,Fistula of vagina to large intestine
3146,"Contus/lac/hem crblm w LOC of unsp duration, init"
3147,Non-pressure chronic ulcer of left calf with unsp severity
3148,MENSTRUAL DISORDER NOS
3149,UNSPEC GASTROSTOMY COMPLIC
3150,CYSTS OF EYELIDS
3151,"Disp fx of navicular of left foot, init for clos fx"
3152,"Esophagitis, unspecified"
3153,ATRIOVENT BLOCK NOS
3154,"Sprain of ligaments of thoracic spine, initial encounter"
3155,"Laceration with foreign body of lip, initial encounter"
3156,Primary spontaneous pneumothorax
3157,Other specified glaucoma
3158,"Other specified injuries of left elbow, initial encounter"
3159,"Decreased fetal movements, second trimester, unsp"
3160,"Partial traumatic MCP amputation of r mid finger, init"
3161,Toxic liver disease with acute hepatitis
3162,Spontaneous ecchymoses
3163,FROSTBITE OF FOOT
3164,Sialolithiasis
3165,Other schizophrenia
3166,FX ANAT NECK HUMERUS-OPN
